locus_tag,LB1,LB2,LB3,Glucose1,Glucose2,Glucose3,Mannose1,Mannose2,Mannose3,Mannitol1,Mannitol2,Mannitol3,Arabinose1,Arabinose2,Arabinose3,Acetate1,Acetate2,Acetate3,Succinate1,Succinate2,Succinate3,Fumarate1,Fumarate2,Fumarate3,PCA1,PCA2,PCA3
Atu3137,2.77,4.08,2.0,100.08,133.71,113.37,42.23,58.41,56.8,12.25,15.59,13.39,67.11,64.05,66.31,330.04,175.08,293.93,78.28,153.05,172.07,208.53,182.72,203.54,387.38,286.99,462.9
Atu3138,8.35,10.11,6.99,17.37,12.2,14.93,17.76,18.4,21.93,20.17,15.06,17.92,14.44,15.59,17.08,27.45,17.97,20.98,6.65,10.25,6.02,25.96,17.75,23.12,50.55,20.63,17.5
Atu3139,10.62,13.98,11.76,23.55,16.5,17.86,15.5,22.46,20.15,17.27,21.67,19.57,14.8,13.67,19.14,28.54,20.09,23.41,11.26,6.88,14.28,28.2,19.11,24.04,50.36,15.49,14.13
Atu3140,29.23,33.72,34.75,37.01,36.53,38.19,41.44,43.27,35.91,46.54,47.19,47.86,37.0,38.22,41.25,60.41,59.37,58.74,22.62,23.22,36.27,64.3,63.73,68.32,113.32,43.41,49.68
Atu3141,12.74,10.89,14.33,15.17,9.33,16.15,17.09,12.44,10.83,14.02,21.08,18.65,12.93,11.27,15.0,14.46,18.5,19.17,6.37,10.05,6.17,18.5,15.48,23.17,35.95,9.29,11.71
Atu3142,21.49,26.63,26.06,19.85,23.89,24.28,21.9,25.96,28.15,30.13,31.1,24.0,21.8,22.8,17.53,46.05,42.04,36.05,11.49,15.25,20.54,38.4,36.69,42.47,81.19,25.75,30.03
Atu3143,9.96,8.59,9.51,14.7,11.46,16.1,11.6,17.89,15.24,16.77,13.78,15.94,10.73,11.02,8.98,45.16,31.43,37.05,18.02,21.94,26.1,33.09,38.17,38.82,50.7,21.86,27.19
Atu3144,30.44,31.46,30.36,32.99,24.57,30.32,32.64,25.09,28.04,25.91,28.15,25.06,23.33,27.71,24.83,16.35,17.21,17.21,6.21,6.91,11.0,17.63,14.85,19.37,22.17,11.47,9.03
Atu3145,153.8,149.47,160.21,149.64,143.8,147.26,139.22,141.69,143.58,161.23,163.95,167.24,115.22,96.46,102.66,110.75,82.56,130.18,29.81,52.92,66.61,104.97,99.86,119.89,246.8,99.39,101.56
Atu3146,14.87,18.33,16.7,17.41,9.98,11.43,14.56,16.37,16.66,12.97,15.69,12.78,18.56,17.91,21.67,11.64,8.92,9.31,6.02,6.76,6.87,9.48,8.28,11.14,13.81,8.68,10.67
Atu3147,8.62,6.77,8.56,12.15,12.27,12.55,13.97,13.58,12.22,9.63,11.79,9.23,93.82,102.45,107.37,12.53,18.69,11.11,19.47,10.77,8.81,17.03,11.68,18.53,13.18,9.05,10.74
Atu3148,1.13,1.87,1.5,3.06,5.52,5.34,4.31,4.62,3.35,2.4,2.63,3.06,32.14,38.22,38.43,6.76,4.62,3.84,1.02,1.57,2.28,5.73,2.91,8.78,7.53,3.18,3.46
Atu3149,1.1,0.56,0.43,4.23,3.39,2.81,3.33,2.0,2.45,0.83,2.43,1.73,30.68,26.87,31.27,7.4,8.03,3.12,2.08,3.05,0.84,4.51,2.66,8.04,6.74,4.13,3.06
Atu3150,0.36,0.18,0.42,3.6,3.11,3.05,2.98,1.3,1.47,0.4,0.71,1.68,23.9,23.04,28.96,8.9,7.07,1.82,1.28,2.57,2.05,5.04,2.37,7.98,8.47,2.81,1.98
Atu3151,2.04,1.72,1.7,14.79,21.2,15.85,7.1,8.59,8.32,4.78,4.32,4.77,146.44,155.46,183.78,28.97,16.11,26.25,4.84,7.89,10.82,13.64,8.32,15.54,51.71,20.77,32.51
Atu3152,16.64,19.59,21.09,42.48,35.22,37.21,39.68,44.19,43.97,51.3,52.57,45.9,37.34,28.92,28.6,65.88,53.06,73.21,92.2,107.23,106.98,85.09,106.09,79.13,68.73,76.96,73.84
Atu3153,17.88,14.76,16.06,8.54,17.15,14.7,16.56,19.7,16.26,21.34,25.73,17.75,18.33,16.5,18.53,43.48,44.56,35.19,34.74,28.23,34.27,42.57,36.49,39.84,25.73,32.93,32.38
Atu3154,31.16,38.93,38.34,33.84,25.42,24.35,25.34,24.97,29.57,25.7,27.9,25.47,34.55,28.87,40.28,21.39,23.36,22.23,24.15,24.71,20.06,21.58,18.62,21.43,35.65,24.1,20.56
Atu3155,13.8,14.07,11.08,15.79,13.71,12.78,15.29,19.15,16.2,20.54,21.12,18.21,15.33,12.31,15.82,23.81,21.89,15.32,38.75,30.32,32.27,24.39,34.99,37.66,16.02,21.18,18.67
Atu3156,6.92,9.61,10.01,21.08,18.83,19.95,18.11,15.85,16.65,15.06,15.1,10.38,16.44,13.09,14.09,17.44,16.41,17.38,16.4,19.11,15.71,21.2,16.96,24.73,30.37,10.79,12.67
Atu3157,6.65,8.19,11.78,32.88,29.14,30.03,24.44,23.03,21.18,11.96,16.97,16.76,25.78,21.49,22.96,25.99,20.88,18.91,25.19,28.33,36.45,26.99,30.61,34.28,54.47,12.83,24.46
Atu3158,10.28,13.52,12.5,40.99,44.11,35.95,24.78,29.89,30.95,18.29,21.44,18.17,28.03,24.52,30.61,37.66,32.87,34.75,40.5,58.82,61.25,35.47,33.49,34.29,68.52,38.89,41.64
Atu3159,2.58,1.48,1.52,2.33,3.83,2.62,4.35,3.29,4.5,1.47,1.07,3.2,2.74,2.16,2.62,5.16,5.97,3.12,3.17,2.87,1.12,3.38,1.76,4.44,2.22,1.28,1.62
Atu3160,2.52,0.51,0.6,3.65,3.64,3.19,7.36,4.79,3.13,4.02,2.69,5.72,3.81,5.4,5.91,10.76,9.16,4.59,2.61,4.49,1.17,6.22,2.45,4.63,3.28,2.85,6.2
Atu3161,2.29,2.65,2.21,4.52,4.83,4.51,4.7,4.55,5.37,3.78,4.71,3.83,3.99,3.76,3.09,6.99,10.16,4.02,3.76,4.86,3.12,7.44,4.55,8.1,4.66,4.11,3.37
Atu3162,61.35,64.24,77.15,51.3,39.97,47.0,65.44,72.48,71.83,71.47,82.95,75.96,56.9,56.27,54.75,72.2,70.94,69.3,52.51,45.43,47.7,47.98,50.73,45.06,88.95,84.99,83.75
Atu3163,13.22,12.11,13.15,18.28,14.26,14.67,22.81,23.14,33.56,17.09,14.42,16.06,16.08,12.47,15.98,31.1,36.31,22.06,28.74,15.38,25.69,24.29,24.65,27.56,21.41,25.64,25.71
Atu3164,7.78,11.3,8.73,11.26,18.26,16.7,24.4,28.24,30.95,13.27,15.81,11.95,11.01,11.45,12.09,16.6,11.13,14.83,6.83,8.65,7.64,9.36,5.91,6.95,11.25,5.49,8.48
Atu3165,6.05,6.52,5.64,20.21,35.88,25.86,41.67,52.29,50.86,16.8,20.92,11.44,16.17,16.34,14.36,57.33,25.58,48.45,11.3,20.31,25.52,14.35,17.38,17.07,37.01,26.16,40.44
Atu3166,1.82,2.01,3.05,3.95,2.35,2.47,3.54,2.77,2.66,3.62,1.01,4.01,1.53,0.41,4.1,6.31,4.13,1.38,1.41,1.52,3.85,4.68,1.47,6.4,0.99,1.2,1.53
Atu3167,3.83,4.02,2.97,3.81,3.58,3.24,10.56,9.25,7.66,6.8,5.1,4.64,5.04,3.2,4.53,20.41,28.64,16.33,64.16,36.58,25.41,31.14,17.87,29.5,14.18,23.11,11.23
Atu3168,3.33,4.28,4.35,16.48,19.87,17.72,20.95,24.78,16.47,18.12,23.33,18.37,18.84,14.05,25.25,128.31,171.88,99.82,352.89,256.26,217.56,238.7,232.51,229.75,78.63,121.87,109.81
Atu3169,7.04,9.44,8.32,25.76,23.7,16.41,31.09,30.01,27.96,22.96,24.19,19.97,14.57,18.09,21.21,115.81,162.74,99.51,298.55,271.17,230.22,219.44,231.85,245.33,106.12,122.89,98.38
Atu3170,8.26,6.86,7.23,23.71,18.47,25.86,27.35,23.33,25.46,20.7,18.76,23.0,15.21,16.79,23.72,85.03,107.36,75.56,238.96,225.47,188.0,189.15,185.89,178.33,76.24,93.53,66.54
Atu3171,15.18,18.81,18.45,16.24,20.94,15.52,21.33,19.88,24.5,15.81,21.37,17.44,16.34,14.43,18.8,13.17,10.01,10.5,6.89,6.95,6.88,12.78,9.48,13.93,13.75,10.1,4.44
Atu3172,17.66,18.0,18.04,20.78,20.87,15.46,19.73,21.74,23.57,19.87,18.87,23.48,18.4,14.52,18.9,12.36,7.83,9.63,2.47,5.32,10.62,9.76,10.28,12.99,13.43,6.65,9.46
Atu3173,12.06,10.91,12.47,12.01,19.9,15.53,14.85,13.86,17.92,14.4,12.05,14.11,13.37,9.28,12.77,10.29,9.16,8.75,4.52,7.21,7.66,8.0,6.23,10.37,11.23,3.07,8.26
Atu3174,42.21,54.42,46.17,65.35,86.48,79.59,68.06,78.25,80.37,65.11,73.22,67.21,59.61,52.75,79.81,84.63,50.82,85.17,75.61,92.28,108.99,58.37,64.56,73.53,105.45,80.6,86.39
Atu3175,30.36,33.08,28.65,27.74,31.86,25.67,24.91,30.14,32.33,30.08,27.26,27.1,27.46,24.23,24.78,29.19,21.65,24.17,16.97,17.83,19.56,22.83,17.1,25.21,21.01,19.58,27.97
Atu3176,10.45,10.43,13.1,9.88,12.76,9.63,11.04,11.82,8.37,12.6,13.35,8.87,10.19,8.84,11.34,16.37,12.21,15.28,13.66,9.48,8.37,14.2,12.69,16.62,7.09,9.39,9.53
Atu3177,16.12,13.48,10.29,22.41,14.3,44.0,85.17,102.83,87.99,81.03,64.88,75.0,35.71,40.98,49.11,31.65,21.84,28.62,11.33,10.04,14.9,15.91,10.58,18.93,26.82,25.87,28.48
Atu3178,20.65,14.91,18.35,366.71,131.87,1733.48,3759.43,4074.76,3530.13,4849.94,4977.68,5348.0,1005.77,812.12,1686.3,21.23,26.63,566.93,32.56,116.69,25.76,50.96,87.73,54.05,3678.68,3595.48,3997.06
Atu3179,2.28,1.61,2.69,44.37,12.1,153.01,440.83,440.51,429.63,435.2,487.34,451.42,80.52,129.53,180.83,4.3,5.26,61.96,6.7,9.15,3.24,9.72,6.81,8.67,327.05,173.9,202.98
Atu3180,4.03,3.74,3.03,79.62,30.82,333.08,1032.12,998.17,941.87,1040.51,1131.86,1058.9,187.49,272.17,411.77,11.53,16.0,157.25,20.46,32.21,6.35,22.16,36.96,23.86,1187.94,757.74,1043.29
Atu3181,3.56,3.63,4.81,39.19,16.78,274.32,2653.49,4411.95,2488.55,4338.49,5984.42,5862.11,174.19,136.16,408.56,9.62,10.38,630.69,9.46,13.71,4.7,12.38,6.33,13.86,8019.76,2356.54,2792.97
Atu3182,5.93,6.05,7.84,6.57,3.24,9.15,20.88,27.5,27.41,17.86,28.36,20.13,7.03,9.34,16.67,9.31,10.23,7.94,2.52,3.49,2.42,6.03,3.39,14.08,16.15,22.48,17.95
Atu3183,1.13,1.73,1.34,2.46,1.17,20.46,66.08,101.62,86.02,93.34,99.57,87.78,5.7,9.85,21.43,8.45,5.14,14.82,1.17,7.56,1.31,2.79,2.75,7.27,66.32,79.96,61.39
Atu3184,0.53,0.68,0.94,11.14,5.34,47.84,279.76,356.28,270.31,332.66,364.89,370.19,27.97,36.57,65.05,9.91,10.65,55.87,7.95,9.3,5.52,8.84,5.0,12.17,484.75,511.24,450.48
Atu3185,60.09,56.43,60.63,471.34,615.2,549.29,302.44,338.23,318.13,165.9,171.57,163.23,315.53,278.85,289.59,6022.71,2641.49,4974.49,1689.16,4733.04,5652.72,2510.04,2141.41,2804.01,4742.45,6348.27,6824.44
Atu3186,24.95,21.91,27.65,92.1,107.45,108.06,71.94,74.48,74.52,49.85,64.89,62.59,61.71,56.57,52.32,574.37,255.68,520.83,211.01,565.89,631.61,333.98,305.09,397.45,337.0,516.57,552.54
Atu3187,17.1,26.62,20.0,71.17,85.25,74.35,57.14,51.37,64.57,42.38,47.26,39.32,38.29,35.65,44.94,327.64,151.1,316.33,127.47,262.51,346.79,189.92,201.89,211.98,189.7,277.89,278.15
Atu3188,48.07,53.56,54.95,114.21,107.5,124.48,103.22,106.81,109.94,84.94,82.27,81.92,73.71,71.24,69.52,366.48,173.95,342.47,180.75,343.68,429.82,230.85,242.71,263.43,197.34,325.42,306.84
Atu3189,15.0,8.17,10.93,20.82,15.9,16.34,19.34,21.44,24.85,21.72,17.79,14.96,20.29,23.64,24.25,27.17,40.45,23.14,23.36,27.19,18.03,22.31,21.47,22.04,16.79,21.59,11.71
Atu3190,102.58,76.87,64.7,137.09,89.85,123.82,210.47,151.97,184.32,108.04,91.28,94.06,113.28,225.68,230.21,13.59,15.62,33.69,8.18,5.74,7.95,7.22,8.78,10.73,5.73,5.45,5.77
Atu3191,1120.15,676.89,711.09,1938.86,829.73,1712.3,3740.73,2410.68,2330.28,2316.83,2002.53,2262.78,2527.08,2472.36,3212.19,7.59,6.21,375.73,17.02,18.56,21.58,5.76,2.97,8.77,77.39,15.08,21.39
Atu3192,18.99,13.83,16.17,11.61,13.02,11.19,8.78,11.02,10.97,14.35,11.94,10.59,12.32,8.99,10.42,5.28,7.16,4.83,2.68,4.46,3.27,4.07,3.15,7.14,4.26,4.4,4.88
Atu3193,7.98,5.81,12.13,16.52,14.91,7.56,10.26,8.6,14.54,10.38,9.12,15.46,15.31,9.67,19.87,13.79,13.54,12.12,19.65,5.92,11.42,10.32,11.09,16.74,10.72,14.61,10.63
Atu3194,11.38,15.03,11.62,16.48,18.41,17.76,25.28,19.06,22.19,15.88,20.33,18.83,28.64,33.22,37.06,10.76,21.67,9.42,6.42,7.19,4.78,10.53,9.43,11.86,5.8,9.35,11.57
Atu3196,131.08,133.66,130.01,258.54,216.67,236.84,243.93,228.49,248.96,168.83,155.3,157.95,228.72,288.16,341.42,94.35,141.61,106.01,95.27,63.84,45.71,91.46,103.08,89.53,51.16,80.55,66.0
Atu3197,47.53,34.86,44.46,73.04,58.56,66.9,49.27,59.51,64.33,51.91,53.31,61.91,57.33,48.26,47.0,41.95,25.55,33.66,22.62,24.72,42.65,35.44,46.32,40.14,68.5,27.05,25.8
Atu3198,15.16,15.0,14.52,492.29,671.25,546.92,195.82,239.44,255.95,68.8,66.27,52.04,947.93,810.87,926.95,1881.38,806.36,1587.01,232.91,838.02,1055.93,1356.39,1381.57,1357.28,849.09,1046.22,1261.23
Atu3199,20.8,22.28,20.31,91.02,97.5,86.64,54.44,55.11,69.49,25.88,29.12,31.64,184.37,169.0,180.54,213.7,149.88,202.93,49.08,75.28,101.31,185.42,196.51,175.27,205.49,122.98,144.42
Atu3200,10.43,9.31,10.08,40.96,53.6,44.32,23.49,29.27,29.96,12.32,17.77,13.65,79.63,83.19,101.23,168.61,146.85,172.57,71.84,64.03,96.6,164.46,131.36,154.14,144.63,136.0,142.62
Atu3201,103.12,98.4,102.78,38.66,32.35,37.41,57.01,48.44,46.84,63.23,77.03,62.3,48.55,38.01,54.97,64.8,76.28,69.13,112.67,68.38,78.07,87.64,78.27,101.53,77.06,71.41,64.08
Atu3202,255.36,248.94,240.2,25.28,20.67,22.47,31.98,35.04,29.88,45.9,49.44,42.78,20.89,21.92,18.94,10.82,9.8,9.32,8.42,9.54,5.18,19.31,13.74,16.81,13.19,9.53,8.28
Atu3203,244.67,231.77,213.97,20.04,18.04,25.35,24.6,31.58,27.18,34.04,46.93,38.54,19.87,23.73,18.25,12.21,13.79,16.32,25.23,21.83,13.08,28.71,29.65,27.23,8.73,10.95,9.0
Atu3204,72.45,63.3,71.33,95.94,80.24,85.0,102.26,111.96,114.34,111.57,114.74,103.76,103.24,89.42,114.79,82.97,64.12,95.68,102.92,81.98,96.65,94.77,81.67,93.98,157.33,119.19,111.64
Atu3205,353.93,320.3,330.2,283.14,264.99,267.41,336.65,286.34,314.39,308.25,299.99,303.93,275.32,300.69,340.13,32.2,26.71,66.95,35.97,35.28,42.63,50.05,51.62,48.48,54.78,43.02,46.21
Atu3206,73.2,67.32,66.8,94.13,108.9,88.52,71.14,98.61,90.65,104.71,116.85,113.09,100.77,100.68,94.08,41.54,28.01,41.65,52.81,66.27,66.28,46.24,52.83,52.76,133.3,55.59,66.29
Atu3207,63.89,58.0,59.32,137.63,112.98,129.94,134.02,123.59,137.52,102.01,103.0,91.73,89.36,99.04,128.21,72.79,47.11,77.48,61.72,71.91,75.11,55.81,53.85,61.6,106.96,75.64,85.06
Atu3208,93.68,87.47,85.09,93.29,81.38,81.69,84.9,97.26,92.75,113.44,101.39,88.11,88.62,71.9,78.95,46.29,27.77,56.3,11.38,15.35,22.02,36.5,36.94,36.92,78.68,50.33,56.04
Atu3210,203.45,203.95,210.91,103.76,145.18,100.61,97.15,129.71,120.35,150.32,137.2,134.27,123.24,100.89,107.71,23.64,13.6,28.67,21.58,26.21,30.59,54.35,58.22,55.52,55.39,18.83,31.3
Atu3212,66.35,62.45,55.31,84.04,80.84,84.91,105.24,105.74,98.58,126.51,135.9,141.39,100.09,92.95,102.14,53.04,36.3,58.73,24.43,33.01,31.44,46.53,54.55,48.63,95.77,61.84,64.04
Atu3213,7.1,5.82,6.93,12.3,11.79,13.95,14.53,12.96,10.37,20.72,15.02,17.66,10.01,10.95,9.88,7.74,6.36,7.2,3.99,4.29,3.57,4.57,6.19,7.79,6.7,8.37,7.25
Atu3214,4.97,6.38,4.78,14.65,7.97,6.98,12.75,9.13,13.69,9.41,12.01,11.83,9.61,11.81,8.79,7.26,7.32,5.44,1.14,2.66,4.25,4.31,5.59,4.72,4.12,4.16,4.32
Atu3215,8.36,5.81,6.07,14.32,12.36,9.96,14.29,18.31,19.06,17.08,16.47,16.18,14.47,14.75,12.16,10.75,6.9,7.14,3.73,4.23,2.2,5.16,4.39,9.41,6.6,6.44,8.5
Atu3216,6.61,4.16,4.37,11.83,10.63,15.82,13.62,12.63,15.48,11.94,12.96,10.11,13.46,10.67,11.39,6.43,9.91,6.42,3.82,4.11,3.59,3.84,6.85,6.95,6.75,7.03,5.22
Atu3217,12.16,10.17,6.94,19.98,23.11,18.39,19.83,20.53,22.17,25.63,26.57,20.15,16.84,17.73,18.71,11.51,6.96,8.86,2.96,4.41,6.94,10.62,7.8,9.14,10.77,8.03,6.72
Atu3218,3.88,4.52,3.93,2.41,0.57,1.0,5.66,2.83,13.17,0.63,0.74,3.14,14.29,22.23,29.45,16.54,15.47,1.89,4.58,8.01,3.84,12.3,6.06,14.73,3.6,7.51,3.71
Atu3219,136.64,130.38,134.4,121.05,133.4,122.89,110.35,120.4,112.3,112.8,111.38,126.17,732.24,753.87,718.33,69.74,51.59,66.33,46.39,56.38,57.47,100.22,101.98,97.08,102.97,63.58,65.63
Atu3221,0.81,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.51,0.0,0.0,4.31,2.82,0.0,0.0,0.9,0.0,1.0,0.98,3.71,0.58,0.0,0.0
Atu3222,12.1,15.26,12.23,148.02,216.98,162.88,55.29,75.75,77.84,28.42,35.0,23.78,6439.18,6948.67,6681.5,741.71,393.43,686.15,242.74,317.33,308.9,547.49,694.47,659.21,401.73,463.09,469.73
Atu3223,3.51,2.35,3.44,11.18,11.48,9.88,7.39,7.1,6.74,5.36,4.41,5.41,439.0,458.5,402.14,38.73,22.13,29.33,20.73,21.97,27.57,46.9,59.71,56.1,17.26,21.31,18.95
Atu3224,1.9,3.13,1.38,6.98,7.53,7.39,4.9,3.83,3.02,3.15,3.11,3.17,327.17,335.94,331.42,21.34,11.93,14.12,9.36,12.02,14.84,31.7,24.12,27.71,9.82,9.73,12.89
Atu3225,3.89,5.24,4.97,12.86,10.29,11.55,8.75,9.78,8.86,8.15,4.98,8.69,478.38,534.68,487.96,29.09,18.49,23.23,17.23,16.98,16.55,39.99,38.81,45.86,10.25,16.9,14.81
Atu3226,33.69,34.56,38.1,37.04,34.33,37.59,43.7,37.18,48.58,38.78,45.72,36.18,153.74,161.92,154.99,27.95,22.8,29.34,30.74,26.83,23.05,37.72,29.56,38.71,39.55,23.73,25.81
Atu3227,28.0,23.9,30.21,18.39,18.47,19.57,19.83,20.43,21.87,30.72,31.88,26.78,19.77,20.04,26.7,51.4,58.99,44.09,38.36,26.43,24.44,90.98,97.3,82.4,18.25,22.81,17.47
Atu3228,8.58,8.42,8.27,5.27,4.28,4.76,5.79,6.54,8.54,6.58,5.91,6.31,6.28,5.24,7.32,5.82,6.68,4.57,3.62,3.48,3.66,4.61,4.02,7.02,4.39,4.59,4.22
Atu3229,5.49,4.83,4.07,3.28,3.0,3.02,2.28,1.96,3.67,2.94,3.01,2.55,3.59,2.59,4.08,5.52,5.94,2.33,3.67,3.47,2.49,7.18,3.8,5.63,2.41,4.38,3.85
Atu3230,13.89,12.04,15.33,9.39,10.27,7.12,8.45,5.75,8.86,7.64,10.49,5.91,7.58,10.22,11.27,12.6,16.17,13.44,25.37,15.2,23.54,12.86,12.38,12.74,10.72,17.53,14.24
Atu3232,29.56,28.42,27.41,63.16,58.88,58.86,71.71,56.47,66.45,55.75,65.01,58.51,70.01,74.11,75.59,20.12,14.68,22.15,8.57,13.77,16.65,18.83,16.94,18.4,42.06,22.81,30.36
Atu3234,78.86,75.56,73.3,142.34,170.03,154.41,138.17,138.57,136.84,111.62,110.06,106.07,114.22,114.3,115.37,28.68,13.92,40.26,14.89,19.6,25.56,23.02,18.91,22.53,89.51,32.71,36.39
Atu3235,69.82,76.22,79.09,139.99,157.68,135.25,109.5,134.2,132.03,108.11,106.18,104.17,123.93,102.73,116.17,33.29,19.66,51.04,23.11,28.09,36.21,26.15,26.28,23.03,81.35,35.26,42.03
Atu3236,5.83,7.55,7.4,33.8,32.45,29.58,21.7,23.05,23.1,16.99,19.15,16.68,24.36,20.56,30.78,27.93,18.09,24.45,22.07,33.87,38.13,32.31,21.96,28.71,43.54,27.98,28.0
Atu3237,6.84,4.77,3.62,25.55,28.04,27.17,20.23,15.63,24.56,12.9,15.11,12.26,22.2,19.03,22.23,23.05,9.8,21.1,11.54,16.62,16.63,13.99,14.87,16.51,24.61,17.9,20.73
Atu3238,6.55,7.35,6.2,26.33,32.45,34.2,20.44,18.17,22.69,13.23,13.53,11.31,29.68,30.47,25.99,27.09,19.56,29.27,20.15,24.78,37.08,17.79,19.9,22.08,34.59,33.69,37.55
Atu3239,7.16,9.1,5.69,85.51,114.81,93.79,43.85,44.54,53.88,24.43,22.84,19.09,70.98,56.54,64.01,109.7,64.35,107.54,66.74,93.36,136.93,53.59,57.77,62.12,147.81,137.56,141.22
Atu3240,24.45,28.31,25.9,19.18,18.92,20.37,25.09,23.42,25.54,24.04,23.76,20.95,20.92,20.45,23.76,12.36,11.29,9.42,4.87,7.93,8.83,6.44,8.82,9.23,15.84,8.49,11.82
Atu3241,24.85,31.56,27.57,45.03,46.98,46.42,36.36,40.22,43.62,31.1,35.15,40.3,47.43,41.42,49.3,19.1,15.61,16.75,9.47,12.97,13.79,11.99,12.99,17.7,36.14,11.92,12.73
Atu3242,65.23,63.84,76.26,83.43,103.16,90.15,71.74,66.02,86.38,71.47,82.8,78.56,93.62,77.08,108.78,35.05,20.78,33.05,17.96,28.07,28.04,22.03,21.98,34.71,61.47,21.79,31.14
Atu3243,15.82,12.81,15.12,35.75,34.85,31.54,31.69,33.0,38.86,36.88,35.14,26.63,31.21,30.93,47.64,11.13,9.01,11.37,3.6,7.24,5.96,8.31,6.68,8.75,14.04,10.65,8.53
Atu3244,14.24,16.67,14.18,86.57,76.5,78.09,76.7,68.15,80.53,46.32,52.08,41.81,66.35,72.93,89.99,24.4,12.66,31.35,11.04,15.03,21.16,16.91,15.78,17.53,106.72,29.72,43.03
Atu3245,11.8,14.12,11.72,106.95,98.42,109.7,85.57,95.44,89.6,56.18,65.61,63.85,83.37,83.95,88.44,23.89,10.74,30.94,7.95,20.73,26.85,17.72,24.93,19.44,136.38,30.33,40.14
Atu3246,15.4,13.12,13.4,64.22,59.2,68.99,60.39,68.3,62.46,53.31,62.25,51.69,61.66,52.99,63.0,25.64,11.58,28.12,11.2,22.59,26.19,24.23,24.47,28.56,98.17,31.37,42.2
Atu3247,757.75,724.86,713.66,582.59,740.08,657.86,549.03,683.29,590.79,753.8,728.81,784.03,635.22,563.33,545.2,743.41,225.31,769.06,250.0,676.74,856.19,863.45,929.25,864.61,629.34,610.12,674.99
Atu3248,476.5,495.59,513.43,405.51,466.87,407.97,340.97,404.71,394.0,446.64,433.53,443.1,365.58,343.58,330.37,388.24,99.79,358.32,156.83,373.12,503.58,507.52,589.9,534.2,335.0,336.96,383.63
Atu3249,87.03,84.63,85.06,61.79,76.43,71.75,64.28,79.47,79.43,71.69,75.24,86.51,81.21,71.57,79.4,41.22,16.6,51.7,23.92,47.22,57.86,70.72,82.28,65.41,41.76,44.62,38.21
Atu3250,34.59,38.48,31.97,81.07,69.43,65.37,67.0,103.73,91.02,76.53,73.75,76.72,87.46,59.75,75.39,36.9,26.79,40.08,27.96,10.49,11.62,27.94,27.51,18.46,96.89,34.83,48.52
Atu3251,131.04,127.03,139.38,123.07,117.06,119.64,120.93,127.93,128.32,134.33,125.4,135.26,124.02,106.86,150.38,49.37,33.09,70.39,27.37,33.41,48.3,51.33,52.44,52.64,75.78,44.25,53.48
Atu3252,5.12,4.56,7.81,18.21,28.59,21.0,12.91,16.64,21.81,9.21,15.05,7.66,27.23,16.54,27.47,33.88,25.75,29.84,89.24,126.37,129.0,69.17,69.93,78.78,70.76,73.23,61.73
Atu3253,7.84,6.71,3.89,362.08,511.54,388.48,122.04,153.51,156.21,36.54,43.87,41.5,351.92,355.92,345.3,432.96,197.36,414.95,825.43,2079.39,2626.53,769.23,735.21,736.76,1085.76,1003.33,1256.25
Atu3254,2.93,1.9,1.26,117.04,139.52,116.68,56.24,61.12,56.52,18.81,27.72,24.46,89.45,98.86,89.43,61.18,35.02,62.23,114.7,297.27,342.55,140.86,156.21,140.65,172.27,128.4,176.54
Atu3255,3.69,3.54,4.37,95.02,118.68,105.24,63.96,53.59,56.03,26.68,25.04,25.88,84.14,81.24,82.34,47.05,22.83,36.35,87.36,182.44,234.1,101.2,112.45,109.08,117.53,86.17,106.51
Atu3256,3.94,4.47,3.97,38.69,48.34,44.73,28.54,34.41,29.88,16.1,12.25,19.46,38.67,39.45,37.5,12.3,6.22,8.97,14.34,47.57,57.99,36.2,32.28,29.05,14.99,16.83,18.28
Atu3257,5.44,4.38,5.68,37.9,41.74,45.7,30.53,36.07,38.16,22.57,18.53,19.36,35.08,32.98,40.33,10.25,5.12,10.21,9.67,38.25,44.97,25.58,26.11,23.77,7.41,10.71,11.02
Atu3258,70.23,72.35,67.1,38.47,32.66,46.7,43.01,43.02,42.88,57.93,52.37,46.45,36.41,30.19,36.41,56.29,55.65,51.35,40.63,52.21,56.32,75.43,97.72,80.09,36.06,45.23,44.35
Atu3259,422.14,448.58,441.81,326.83,347.69,337.8,297.86,272.89,265.68,292.7,300.61,296.05,595.1,655.01,547.06,42.36,34.31,71.63,15.16,26.48,23.98,45.12,50.68,43.05,113.5,40.46,63.13
Atu3260,33.05,32.6,29.3,28.14,25.89,24.61,25.34,28.36,29.42,25.57,26.3,30.96,24.07,27.02,26.34,12.08,13.25,9.23,12.02,11.4,9.54,17.18,10.6,14.87,17.15,9.85,13.0
Atu3261,16.76,15.66,18.45,15.07,10.39,12.76,13.37,13.74,13.06,10.42,9.24,10.23,12.68,10.5,14.21,4.4,5.54,3.19,1.79,2.66,1.53,5.91,3.31,5.45,2.33,2.33,2.03
Atu3262,9.32,9.42,6.3,15.43,15.97,16.33,16.28,13.91,15.92,12.21,10.21,13.14,11.68,12.25,14.78,13.41,10.7,12.69,7.57,8.52,6.73,14.38,11.73,13.05,6.92,6.96,8.38
